file,lemma,roleset_id,roleset_name,role_n,role_f,role_descr
last.xml,last,last.04,"of products or people: function, survive for a period of time",4,GOL,beneficiary
latch.xml,latch,latch.01,fasten,0,PAG,agent
latch.xml,latch,latch.01,fasten,1,PPT,thing(s) being latched
latch.xml,latch_on,latch_on.02,"to get hold of, obtain",0,PAG,"obtainer, agent"
latch.xml,latch_on,latch_on.02,"to get hold of, obtain",1,PPT,entity latched on
late.xml,late,late.01,existing in the latter portion of a time period,1,PPT,late thing
late.xml,late,late.01,existing in the latter portion of a time period,2,LOC,the larger time period
late.xml,late,late.02,tardy,1,PPT,late entity
late.xml,late,late.02,tardy,2,PRD,"destination, thing that was scheduled"
late.xml,late,late.03,deceased,1,PPT,deceased entity
lateralize.xml,lateralize,lateralize.01,"displace to one side to make lateral, displace to one side",0,PAG,cause of movement
lateralize.xml,lateralize,lateralize.01,"displace to one side to make lateral, displace to one side",1,PPT,thing moved
lateralize.xml,lateralize,lateralize.01,"displace to one side to make lateral, displace to one side",2,LOC,moved where
lateralize.xml,lateral,lateral.02,"situated at the side, next to",1,PAG,thing that is on the side
lateralize.xml,lateral,lateral.02,"situated at the side, next to",2,PPT,on the side of what
lather.xml,lather,lather.01,cover with soap,0,PAG,agent
lather.xml,lather,lather.01,cover with soap,1,PPT,face
latinamerican.xml,latinamerican,latinamerican.01,"american, of latin decent",1,PAG,latin american entity
latinize.xml,latinize,latinize.01,"translate, shift diachronically into Latin",0,PAG,agent
latinize.xml,latinize,latinize.01,"translate, shift diachronically into Latin",1,PPT,base word form
latinize.xml,latinize,latinize.01,"translate, shift diachronically into Latin",2,PRD,Latin form
laud.xml,laud,laud.01,"to praise, glorify",0,PAG,"praiser, agent"
laud.xml,laud,laud.01,"to praise, glorify",1,PPT,entity praised
laud.xml,laud,laud.01,"to praise, glorify",2,PRD,praised for what?
laugh.xml,laugh,laugh.01,laugh,0,PAG,laugher
laugh.xml,laugh,laugh.01,laugh,1,PPT,cognate object
laugh.xml,laugh,laugh.01,laugh,2,CAU,source of joy
laugh.xml,laugh,laugh.01,laugh,3,PRD,"end state of arg0, as result of laughing"
laugh.xml,laugh,laugh.02,manner of speaking,0,PAG,speaker
laugh.xml,laugh,laugh.02,manner of speaking,1,PPT,utterance
laugh.xml,laugh,laugh.02,manner of speaking,2,GOL,hearer
laugh.xml,laughable,laughable.03,"absurd, foolish",1,PPT,foolish thing
laugh.xml,laughable,laughable.03,"absurd, foolish",2,GOL,to whom it is foolish
launch.xml,launch,launch.01,"set off, introduce, bring up, start, take off",0,PAG,"starter, agent"
launch.xml,launch,launch.01,"set off, introduce, bring up, start, take off",1,PPT,thing being launched
launder.xml,launder,launder.01,"wash, disguising an illicit source",0,PAG,person doing laundry
launder.xml,launder,launder.01,"wash, disguising an illicit source",1,PPT,laundry
lave.xml,lave,lave.01,wash clean,0,PAG,washer
lave.xml,lave,lave.01,wash clean,1,PPT,entity cleaned
lave.xml,lave,lave.02,lap or flow against,0,PAG,licker
lave.xml,lave,lave.02,lap or flow against,1,PPT,thing licked
lavish.xml,lavish,lavish.01,"to shower, give profusely",0,PAG,"giver, agent"
lavish.xml,lavish,lavish.01,"to shower, give profusely",1,PPT,thing lavished
lavish.xml,lavish,lavish.01,"to shower, give profusely",2,GOL,lavished on
lawbreak.xml,lawbreak,lawbreak.01,violate the law,0,PAG,scofflaw
lawbreak.xml,lawbreak,lawbreak.01,violate the law,1,PPT,law broken
lawful.xml,lawful,lawful.01,in accordance with the law,1,PPT,lawful thing
lawmaking.xml,lawmaking,lawmaking.01,legislating,0,PAG,law-maker
lawmaking.xml,lawmaking,lawmaking.01,legislating,1,PPT,domain the law applies to
lawsuit.xml,lawsuit,lawsuit.04,legal action,0,PAG,prosecutor
lawsuit.xml,lawsuit,lawsuit.04,legal action,1,PPT,defendant
lawsuit.xml,lawsuit,lawsuit.04,legal action,2,VSP,type/grounds/accusation
lax.xml,lax,lax.01,"loose, lenient",1,PPT,lax entity
lax.xml,lax,lax.01,"loose, lenient",2,PPT,lax about/on/at what?
lay.xml,lay,lay.01,"put, set, cause to exist at some location, putting (horizontally)",0,PAG,layer
lay.xml,lay,lay.01,"put, set, cause to exist at some location, putting (horizontally)",1,PPT,thing laid
lay.xml,lay,lay.01,"put, set, cause to exist at some location, putting (horizontally)",2,GOL,location
lay.xml,lay,lay.04,have sexual relation with,0,PAG,"sexual partner, entity laying arg1"
lay.xml,lay,lay.04,have sexual relation with,1,PPT,entity getting laid (most common arg)
lay.xml,lie,lie.07,"(cause to) be in a horizontal position, more generally 'exist', existing",1,PPT,entity in the position
lay.xml,lie,lie.07,"(cause to) be in a horizontal position, more generally 'exist', existing",2,LOC,location
lay.xml,lie,lie.07,"(cause to) be in a horizontal position, more generally 'exist', existing",3,ORT,orientation
lay.xml,lie,lie.07,"(cause to) be in a horizontal position, more generally 'exist', existing",4,AXS,primary prone axis
lay.xml,lie,lie.08,tell a falsehood,0,PAG,liar
lay.xml,lie,lie.08,tell a falsehood,1,PPT,lie itself
lay.xml,lie,lie.08,tell a falsehood,2,GOL,hearer
lay.xml,lie,lie.08,tell a falsehood,3,VSP,subject matter the lie is about
lay.xml,lay_on,lay_on.03,use or employ,0,PAG,agent
lay.xml,lay_on,lay_on.03,use or employ,1,PPT,thing employed
lay.xml,lay_off,lay_off.02,"fire, let go from employement",0,PAG,(former) employer
lay.xml,lay_off,lay_off.02,"fire, let go from employement",1,PPT,(former) employee
lay.xml,lay_off,lay_off.06,"cease (harassing, using, etc.)",0,PAG,agent of cessation
lay.xml,lay_off,lay_off.06,"cease (harassing, using, etc.)",1,PPT,activity ceased
lay.xml,laid_back,laid_back.05,"relaxed, casual",0,PAG,causer of relaxation
lay.xml,laid_back,laid_back.05,"relaxed, casual",1,PPT,relaxed/casual entity
lay.xml,lie_down,lie_down.09,more explicit horizontal position,1,PAG,entity lying down
lay.xml,lie_down,lie_down.09,more explicit horizontal position,2,LOC,location
lay.xml,lay_down,lay_down.10,install or establish,0,PAG,"installer, creator, agent"
lay.xml,lay_down,lay_down.10,install or establish,1,PPT,thing installed
lay.xml,lay_down,lay_down.10,install or establish,2,LOC,installed where
lay.xml,lie_in,lie_in.11,"lie in bed, confinement or bed rest, sometimes for child birth",1,PPT,mother or lazy person
lay.xml,give_lie_to,give_lie_to.12,"refute, prove as false",0,PAG,refuter
lay.xml,give_lie_to,give_lie_to.12,"refute, prove as false",1,PPT,thing proven false
layer.xml,layer,layer.01,arranging in layers,0,PAG,"agent, layerer"
layer.xml,layer,layer.01,arranging in layers,1,PPT,"theme, thing(s) being layered"
layer.xml,layer,layer.01,arranging in layers,2,GOL,"destination, layered onto what?"
layover.xml,layover,layover.01,a stop in the course of a trip,0,PPT,waiting entitiy
layover.xml,layover,layover.01,a stop in the course of a trip,1,EXT,length of stop
layover.xml,layover,layover.01,a stop in the course of a trip,2,LOC,area or location of wait
lazy.xml,lazy,lazy.01,not working hard,1,PAG,lazy entity
leach.xml,leach,leach.01,dissolve out soluble constitents from by percolation,0,PAG,agent of percolation process
leach.xml,leach,leach.01,dissolve out soluble constitents from by percolation,1,PPT,"soluble constituents, product of leaching process"
leach.xml,leach,leach.01,dissolve out soluble constitents from by percolation,2,DIR,"source from which arg1 is drawn, pure substance undergoing percolation"
lead.xml,lead,lead.01,"directed motion, be ahead of",0,PAG,leader
lead.xml,lead,lead.01,"directed motion, be ahead of",1,PPT,in the lead of
lead.xml,lead,lead.01,"directed motion, be ahead of",2,EXT,extent
lead.xml,lead,lead.01,"directed motion, be ahead of",3,DIR,start point
lead.xml,lead,lead.01,"directed motion, be ahead of",4,GOL,end point
lead.xml,lead,lead.02,"act as project leader, be the leader",0,PAG,leader
lead.xml,lead,lead.02,"act as project leader, be the leader",1,PPT,entity lead
lead.xml,lead,lead.02,"act as project leader, be the leader",2,PRD,proposition
lead.xml,lead,lead.03,cause a result,0,PAG,factors
lead.xml,lead,lead.03,cause a result,1,PPT,led entity
lead.xml,lead,lead.03,cause a result,2,PRD,"result, action or attribute on arg1"
lead.xml,lead_off,lead_off.04,begin,0,PAG,"creator, beginner, Agent"
lead.xml,lead_off,lead_off.04,begin,1,PPT,Theme(-Creation)
lead.xml,lead_off,lead_off.04,begin,2,MNR,Instrument
lead.xml,lead_off,lead_off.04,begin,3,PRD,secondary predication of arg1
lead.xml,lead_up,lead_up.05,"precede, spatially or temporally, terminating at a determined point",1,PPT,thing leading up
lead.xml,lead_up,lead_up.05,"precede, spatially or temporally, terminating at a determined point",2,CAU,terminus
leaf.xml,leaf,leaf.01,flip through pages,0,PAG,"agent, person flipping through the pages"
leaf.xml,leaf,leaf.01,flip through pages,1,LOC,"location, the pages"
leaf.xml,leaf,leaf.01,flip through pages,2,PPT,thing being searched for in the pages
leaf.xml,leaf,leaf.02,grow leaves,0,PAG,thing producing leaves
leaf.xml,leaf,leaf.02,grow leaves,1,PRD,"final state of the thing once it has leaves, 'into __'"
leak.xml,leak,leak.01,"leak, let forth water sparingly, letting water through accidentally or because of damage, let forth",0,DIR,thing leaking
leak.xml,leak,leak.01,"leak, let forth water sparingly, letting water through accidentally or because of damage, let forth",1,PPT,substance leaked
lean.xml,lean,lean.01,to incline or cause to incline,0,PAG,causer of leaning
lean.xml,lean,lean.01,to incline or cause to incline,1,PPT,"entity leaning, if non-volitional"
lean.xml,lean,lean.01,to incline or cause to incline,2,LOC,"direction, location, destination"
leap.xml,leap,leap.01,"rise incrementally, quickly and a lot",1,PPT,thing jumping
leap.xml,leap,leap.01,"rise incrementally, quickly and a lot",2,EXT,"EXT, amount jumped by"
leap.xml,leap,leap.01,"rise incrementally, quickly and a lot",3,DIR,start point
leap.xml,leap,leap.01,"rise incrementally, quickly and a lot",4,GOL,end point
leap.xml,leap,leap.01,"rise incrementally, quickly and a lot",5,VSP,"attribute, specific aspect of arg1 that is leaping"
leap.xml,leap,leap.02,be excited for an opportunity,0,PAG,jumper
leap.xml,leap,leap.02,be excited for an opportunity,1,PPT,opportunity
leap.xml,leap,leap.03,physically leap,0,PPT,jumper
leap.xml,leap,leap.03,physically leap,1,LOC,obstacle
leapfrog.xml,leapfrog,leapfrog.01,jump ahead of,0,PAG,"agent, thing now ahead"
leapfrog.xml,leapfrog,leapfrog.01,jump ahead of,1,PPT,"obstacle, thing now behind"
learn.xml,learn,learn.01,"learn, absorbing information",0,PAG,student
learn.xml,learn,learn.01,"learn, absorbing information",1,PPT,subject
learn.xml,learn,learn.01,"learn, absorbing information",2,DIR,teacher
lease.xml,lease,lease.01,be a renter,0,PAG,renter
lease.xml,lease,lease.01,be a renter,1,PPT,"thing rented (eg, apartment)"
lease.xml,lease,lease.01,be a renter,2,DIR,landlord
lease.xml,lease,lease.01,be a renter,3,VSP,rent
lease.xml,lease,lease.01,be a renter,4,EXT,term
lease.xml,lease,lease.02,be a landlord,0,PAG,landlord
lease.xml,lease,lease.02,be a landlord,1,PPT,"thing rented (eg, apartment)"
lease.xml,lease,lease.02,be a landlord,2,GOL,renter
lease.xml,lease,lease.02,be a landlord,3,VSP,rent
lease.xml,lease,lease.02,be a landlord,4,EXT,term
leash.xml,leash,leash.01,"put a leash on, possibly metaphorically",0,PAG,"dog catcher, agent putting a leash on"
leash.xml,leash,leash.01,"put a leash on, possibly metaphorically",1,PPT,"dog, entity leashed, muzzled"
leash.xml,leash,leash.01,"put a leash on, possibly metaphorically",2,GOL,"fence, hydrant -- thing leashed to, attached by leash"
leash.xml,leash,leash.01,"put a leash on, possibly metaphorically",3,MNR,"leash itself, type of leash"
leave.xml,leave,leave.11,"depart, physically go away from a place",0,PAG,entity in motion
leave.xml,leave,leave.11,"depart, physically go away from a place",1,DIR,"starting point, location vacated"
leave.xml,leave,leave.11,"depart, physically go away from a place",2,GOL,destination (must also be a location)
leave.xml,leave,leave.12,put in a location/state when physically leaving,0,PAG,agentive leaver (possibly in motion)
leave.xml,leave,leave.12,put in a location/state when physically leaving,1,PPT,person/thing put in a location/state
leave.xml,leave,leave.12,put in a location/state when physically leaving,2,PRD,state/location left in (at least implied)
leave.xml,leave,leave.13,resulting from an event or situation,0,PAG,event/condition causing arg2 to happen
leave.xml,leave,leave.13,resulting from an event or situation,1,PPT,new state (may involve concatenation)
leave.xml,leave,leave.14,"allow to remain or to continue by inaction, agent cannot be moving",0,PAG,decision­maker chosing to not act (Must NOT be in motion)
leave.xml,leave,leave.14,"allow to remain or to continue by inaction, agent cannot be moving",1,PPT,state remaining
leave.xml,leave,leave.15,abandon something in exchange for another; permanently leave an association/relationship/way of living,0,PAG,"abandoner, entity leaving the relationship/organization"
leave.xml,leave,leave.15,abandon something in exchange for another; permanently leave an association/relationship/way of living,1,PPT,"person, thing abandoned (CANNOT be a location; use leave.11 instead)"
leave.xml,leave,leave.15,abandon something in exchange for another; permanently leave an association/relationship/way of living,2,GOL,in exchange for; greener pastures
leave.xml,leave,leave.16,Put off or postpone something,0,PAG,entity putting off an activity/behavior
leave.xml,leave,leave.16,Put off or postpone something,1,PPT,activity postponed
leave.xml,leave,leave.16,Put off or postpone something,2,TMP,until when?
leave.xml,leave,leave.17,exist or remain (potentially after others were removed),1,PPT,entity remaining
leave.xml,leave,leave.17,exist or remain (potentially after others were removed),2,DIR,larger original set of which a part is remaining
leave.xml,leave,leave.21,defer action to another,0,PAG,entity deferring
leave.xml,leave,leave.21,defer action to another,1,PPT,deferred
leave.xml,leave,leave.21,defer action to another,2,GOL,entity deferred to
leave.xml,leave,leave.02,"bequeath, as in a will",0,PAG,"bequeather, donor"
leave.xml,leave,leave.02,"bequeath, as in a will",1,PPT,thing given
leave.xml,leave,leave.02,"bequeath, as in a will",2,GOL,benefactive / given-to
leave.xml,leave,leave.05,lack; leave something to be desired,0,PAG,(non)possessor
leave.xml,leave,leave.05,lack; leave something to be desired,1,PPT,"something to be desired, or similar"
leave.xml,leave,leave.09,absence from work,0,PAG,absent entity
leave.xml,leave,leave.09,absence from work,1,ADJ,type or cause of absence
leave.xml,leave,leave.09,absence from work,2,DIR,absence from what/where
leave.xml,leave,leave.10,permission,0,PAG,allower
leave.xml,leave,leave.10,permission,1,PPT,entity allowed
leave.xml,leave,leave.10,permission,2,PRD,action allowed
leave.xml,leave_out,leave_out.03,exclude,0,PAG,"excluder, agent"
leave.xml,leave_out,leave_out.03,exclude,1,PPT,excluded entity
leave.xml,leave_out,leave_out.03,exclude,2,DIR,excluded from
leave.xml,leave_off,leave_off.07,"stop, discontinue an action",0,PAG,entity stopping acting
leave.xml,leave_off,leave_off.07,"stop, discontinue an action",1,PPT,discontinued action
leave.xml,leave_off,leave_off.22,remove,0,PAG,name
leave.xml,leave_off,leave_off.22,remove,1,PPT,name
leave.xml,leave_over,leave_over.08,be leftover; cause something to remain after a larger activity,0,PAG,agent/cause
leave.xml,leave_over,leave_over.08,be leftover; cause something to remain after a larger activity,1,PPT,thing remaining
leave.xml,leave_behind,leave_behind.18,"forget (in a location, or generally)",0,PAG,forgetter
leave.xml,leave_behind,leave_behind.18,"forget (in a location, or generally)",1,PPT,thing forgotten or left behind
leave.xml,leave_behind,leave_behind.18,"forget (in a location, or generally)",2,DIR,behind them/him/it
leave.xml,left,left.19,politically leaning towards left-wing ideas,1,PAG,left-wing entity
leave.xml,left,left.19,politically leaning towards left-wing ideas,2,PPT,on what issues
leave.xml,left,left.19,politically leaning towards left-wing ideas,3,VSP,"the whole group, of which one faction is left"
leave.xml,left,left.20,be located on the left side,1,SE1,entity on the left
leave.xml,left,left.20,be located on the left side,2,SE2,to the left of
leave.xml,left,left.20,be located on the left side,3,ANC,anchor
leave.xml,left,left.20,be located on the left side,4,AXS,axis
leaven.xml,leaven,leaven.01,"make rise by adding leaven, permeate with something to cause a change",0,PAG,"baker, agent adding leaven or other ingredient"
leaven.xml,leaven,leaven.01,"make rise by adding leaven, permeate with something to cause a change",1,GOL,"bread, thing receiving leaven or being permeated"
leaven.xml,leaven,leaven.01,"make rise by adding leaven, permeate with something to cause a change",2,PPT,"leaven itself, type of leaven, thing added to permeate"
lecture.xml,lecture,lecture.01,to deliver a lecture,0,PAG,"lecturer, agent"
lecture.xml,lecture,lecture.01,to deliver a lecture,1,GOL,audience
lecture.xml,lecture,lecture.01,to deliver a lecture,2,PPT,topic or utterance
leer.xml,leer,leer.01,look lasciviously,0,PPT,"looker, pervert"
leer.xml,leer,leer.01,look lasciviously,1,PAG,sight
leeway.xml,leeway,leeway.01,grant tolerance,0,PAG,"allower, tolerant entity"
leeway.xml,leeway,leeway.01,grant tolerance,1,PPT,"thing allowed to take place, topic/location of margin granted"
leeway.xml,leeway,leeway.01,grant tolerance,2,GOL,"leeway granted to, beneficiary"
legalize.xml,legalize,legalize.01,make legal,0,PAG,"legislative body, agent"
legalize.xml,legalize,legalize.01,make legal,1,PPT,thing now legal
legalize.xml,legal,legal.02,"allowed by law, not illegal",1,PPT,legal thing
legislate.xml,legislate,legislate.01,control via law,0,PAG,law-giving body
legislate.xml,legislate,legislate.01,control via law,1,PPT,thing controlled
legitimize.xml,legitimize,legitimize.01,"to make legal or valid, valid",0,PAG,cause of legitimacy
legitimize.xml,legitimize,legitimize.01,"to make legal or valid, valid",1,PPT,entity legitimized
legitimize.xml,legitimate,legitimate.02,legal or valid,0,PAG,cause of legitimacy
legitimize.xml,legitimate,legitimate.02,legal or valid,1,PPT,entity legitimized
lend.xml,lend,lend.01,"give temporarily, allowing to borrow",0,PAG,lender
lend.xml,lend,lend.01,"give temporarily, allowing to borrow",1,PPT,thing lent
lend.xml,lend,lend.01,"give temporarily, allowing to borrow",2,GOL,lent-to
lengthen.xml,lengthen,lengthen.01,make longer,0,PAG,"cause, agent"
lengthen.xml,lengthen,lengthen.01,make longer,1,PPT,thing getting longer
lengthen.xml,lengthen,lengthen.01,make longer,2,EXT,EXT
lengthen.xml,lengthen,lengthen.01,make longer,3,DIR,start point
lengthen.xml,lengthen,lengthen.01,make longer,4,GOL,end point
lengthen.xml,long,long.02,"want, desire",0,PAG,wanter
lengthen.xml,long,long.02,"want, desire",1,PPT,wanted
lengthen.xml,long,long.03,have a (maybe large) length measurement,1,SE1,long thing
lengthen.xml,long,long.03,have a (maybe large) length measurement,2,EXT,length measurement
lengthen.xml,long,long.03,have a (maybe large) length measurement,3,AXS,axis measured
lengthen.xml,long,long.03,have a (maybe large) length measurement,4,SCL,scale
lessen.xml,lessen,lessen.01,make less,0,PAG,"cause, agent"
lessen.xml,lessen,lessen.01,make less,1,PPT,"Logical subject, patient, thing falling"
lessen.xml,lessen,lessen.01,make less,2,EXT,"EXT, amount fallen"
lessen.xml,lessen,lessen.01,make less,3,DIR,Start point
lessen.xml,lessen,lessen.01,make less,4,GOL,"End point, end state of arg1"
lessen.xml,lessen,lessen.01,make less,m,LOC,Medium
lessen.xml,less,less.02,not as much as,1,PAG,thing that is less
lessen.xml,less,less.02,not as much as,2,PPT,thing that is more
lessen.xml,less,less.02,not as much as,3,PPT,less of what
lessen.xml,less,less.03,"akin to ""not"": i'm less than impressed!",1,PPT,Topic
lessen.xml,less,less.03,"akin to ""not"": i'm less than impressed!",2,PRD,Comment that is NOT quite true of Arg1
lesson.xml,lesson,lesson.01,(try to) make learn,0,PAG,teacher
lesson.xml,lesson,lesson.01,(try to) make learn,1,PPT,subject
lesson.xml,lesson,lesson.01,(try to) make learn,2,GOL,student(s
let.xml,let,let.01,allow,0,PAG,allower
let.xml,let,let.01,allow,1,PPT,action allowed
let.xml,let,let.05,to rent or lease,0,PAG,landlord
let.xml,let,let.05,to rent or lease,1,PPT,"thing rented (rooms, etc)"
let.xml,let,let.05,to rent or lease,2,GOL,"renter, recipient of rented thing"
let.xml,let,let.05,to rent or lease,3,VSP,"amount of rent charged, rate"
let.xml,let,let.05,to rent or lease,4,TMP,"term of lease, time period"
let.xml,let_on,let_on.02,give an indication,0,PAG,giver
let.xml,let_on,let_on.02,give an indication,1,GOL,getter
let.xml,let_on,let_on.02,give an indication,2,PPT,indication
let.xml,let_up,let_up.03,not be so harsh anymore,0,PAG,let uper
let.xml,let_up,let_up.03,not be so harsh anymore,1,PPT,with respect to what?
let.xml,let_down,let_down.04,disappoint,0,PAG,"Agent, cause of disappointment"
let.xml,let_down,let_down.04,disappoint,1,PPT,disappointed entity
let.xml,let_out,let_out.06,rent or lease,0,PAG,landlord
let.xml,let_out,let_out.06,rent or lease,1,PPT,"thing rented (rooms, etc)"
let.xml,let_out,let_out.06,rent or lease,2,GOL,"renter, recipient of rented thing"
let.xml,let_out,let_out.06,rent or lease,3,VSP,"amount of rent charged, rate"
let.xml,let_out,let_out.06,rent or lease,4,VSP,"term of lease, time period"
let.xml,let_off,let_off.07,(cause to) emit,0,PAG,causer
let.xml,let_off,let_off.07,(cause to) emit,1,PPT,emitter
let.xml,let_off,let_off.07,(cause to) emit,2,VSP,emitted
letter.xml,letter,letter.01,"earn a letter in high school sports, etc.",0,PAG,participant
letter.xml,letter,letter.01,"earn a letter in high school sports, etc.",1,LOC,sport or other school activity
letter.xml,letter,letter.02,mark with lettering,0,PAG,scribe
letter.xml,letter,letter.02,mark with lettering,1,PPT,lettering
letter.xml,letter,letter.02,mark with lettering,2,GOL,surface being lettered
level.xml,level,level.01,cause to become level,0,PAG,"cause, agent"
level.xml,level,level.01,cause to become level,1,PPT,thing becoming level
level.xml,level,level.01,cause to become level,2,MNR,"instrument, if separate from agent"
level.xml,level,level.03,direct emphatically,0,PAG,"director, agent"
level.xml,level,level.03,direct emphatically,1,PPT,us. charges or accusations
level.xml,level,level.03,direct emphatically,2,GOL,target
level.xml,level,level.04,"even, flat, uniformly horizontal",0,PAG,agent/causer of levelness
level.xml,level,level.04,"even, flat, uniformly horizontal",1,PPT,level thing
level.xml,level_off,level_off.02,"level off: become level, even",0,PAG,"cause, agent"
level.xml,level_off,level_off.02,"level off: become level, even",1,PPT,thing becoming level
level.xml,level_off,level_off.02,"level off: become level, even",2,MNR,"instrument, if separate from agent"
leverage.xml,leverage,leverage.01,"use position as an advantage, positional advantage",0,PAG,agent
leverage.xml,leverage,leverage.01,"use position as an advantage, positional advantage",1,PPT,thing leveraged
levitate.xml,levitate,levitate.01,"(cause to) float up, into air",0,PAG,causer of levitation
levitate.xml,levitate,levitate.01,"(cause to) float up, into air",1,PPT,thing levitating
levitate.xml,levitate,levitate.01,"(cause to) float up, into air",2,EXT,EXT
levitate.xml,levitate,levitate.01,"(cause to) float up, into air",3,DIR,start point
levitate.xml,levitate,levitate.01,"(cause to) float up, into air",4,GOL,end point
levitate.xml,levitate,levitate.01,"(cause to) float up, into air",5,MNR,instrument
levy.xml,levy,levy.01,to impose or collect,0,PAG,"imposer, collector, agent"
levy.xml,levy,levy.01,to impose or collect,1,PPT,"entity levied, usually taxes"
levy.xml,levy,levy.01,to impose or collect,2,GOL,levied on what? entity being taxed
liable.xml,liable,liable.01,accountability sense,1,PAG,legally-bound/liable entity
liable.xml,liable,liable.01,accountability sense,2,PPT,cause of liability
liable.xml,liable,liable.01,accountability sense,3,PRD,potentially required action
liable.xml,liable,liable.01,accountability sense,4,GOL,benefactive
liable.xml,liable,liable.02,likeliness sense,1,PPT,predictable entity
liable.xml,liable,liable.02,likeliness sense,2,PPT,likely action
liaise.xml,liaise,liaise.01,establish liaison,0,PAG,"agent, entity establishing liaison"
liaise.xml,liaise,liaise.01,establish liaison,1,PPT,"patient, thing(s) being liaised"
liaise.xml,liaise,liaise.01,establish liaison,2,GOL,benefactive
libel.xml,libel,libel.01,"tell lies about someone in print, printing lies about someone",0,PAG,liar/writer
libel.xml,libel,libel.01,"tell lies about someone in print, printing lies about someone",1,PPT,"victim, entity lied about"
libel.xml,libel,libel.01,"tell lies about someone in print, printing lies about someone",2,VSP,the lie itself
liberalize.xml,liberalize,liberalize.01,become more liberal,0,PAG,agent of liberalization
liberalize.xml,liberalize,liberalize.01,become more liberal,1,PPT,thing becoming more liberal (if separate from arg0)
liberalize.xml,liberal,liberal.02,politically/socially liberal,1,PPT,politically/socially liberal entity
liberalize.xml,liberal,liberal.03,generous,1,PAG,entity giving generously
liberalize.xml,liberal,liberal.03,generous,2,PPT,"generous with what, thing given generously"
liberate.xml,liberate,liberate.01,to set free,0,PAG,"cause of freedom, agent"
liberate.xml,liberate,liberate.01,to set free,1,PPT,entity liberated
liberate.xml,liberate,liberate.01,to set free,2,DIR,entity liberated from
license.xml,license,license.01,give legal rights to property,0,PAG,granter of license
license.xml,license,license.01,give legal rights to property,1,PPT,licensed thing
license.xml,license,license.01,give legal rights to property,2,GOL,"benefactive, licensed-to"
lichenify.xml,lichenify,lichenify.101,"become thick and leathery as a result of rubbing or scratching, become thick and leathery",0,PAG,Causer of lichenification
lichenify.xml,lichenify,lichenify.101,"become thick and leathery as a result of rubbing or scratching, become thick and leathery",1,PPT,Thing becoming lichenified
lick.xml,lick,lick.01,touch with the tongue,0,PAG,licker
lick.xml,lick,lick.01,touch with the tongue,1,PPT,licked
lick.xml,lick_up,lick_up.02,remove by licking,0,PAG,"licker, remover"
lick.xml,lick_up,lick_up.02,remove by licking,1,PPT,thing removed
lick.xml,lick_up,lick_up.02,remove by licking,2,DIR,removed from
lift.xml,lift,lift.01,cause increase in elevation,0,PAG,"elevator, Agent"
lift.xml,lift,lift.01,cause increase in elevation,1,PPT,"Logical subject, patient, thing rising"
lift.xml,lift,lift.01,cause increase in elevation,2,EXT,"EXT, amount risen"
lift.xml,lift,lift.01,cause increase in elevation,3,DIR,Start point
lift.xml,lift,lift.01,cause increase in elevation,4,GOL,End point
lift.xml,lift,lift.01,cause increase in elevation,m,LOC,Medium
lift.xml,lift,lift.02,"acquire stealthily, remove",0,PAG,"agent, entity acquiring/removing something"
lift.xml,lift,lift.02,"acquire stealthily, remove",1,PPT,thing acquired/removed
lift.xml,lift,lift.02,"acquire stealthily, remove",2,DIR,acquired/removed-from
ligate.xml,ligate,ligate.01,bind with a bandage or ligature (so as to seal off a vessel or fallopian tube),0,PAG,person doing the binding
ligate.xml,ligate,ligate.01,bind with a bandage or ligature (so as to seal off a vessel or fallopian tube),1,PPT,item binding
ligate.xml,ligate,ligate.01,bind with a bandage or ligature (so as to seal off a vessel or fallopian tube),2,MNR,instrument
ligate.xml,ligate,ligate.01,bind with a bandage or ligature (so as to seal off a vessel or fallopian tube),3,PPT,binded to
lighten.xml,lighten,lighten.01,(make) get lighter,0,PAG,causer
lighten.xml,lighten,lighten.01,(make) get lighter,1,PPT,thing getting lighter
lighten.xml,lighten,lighten.01,(make) get lighter,2,EXT,EXT
lighten.xml,lighten,lighten.01,(make) get lighter,3,SRC,start point
lighten.xml,lighten,lighten.01,(make) get lighter,4,PRD,end point
lighten.xml,lighten_up,lighten_up.02,"(cause to) become lighter, easier",0,PAG,causer
lighten.xml,lighten_up,lighten_up.02,"(cause to) become lighter, easier",1,PPT,thing getting lighter
lighten.xml,lighten_up,lighten_up.02,"(cause to) become lighter, easier",2,EXT,EXT
lighten.xml,lighten_up,lighten_up.03,lighten up on: begin to handle/approach in a less intense way than the previous handling,0,PAG,entity taking it easier on something
lighten.xml,lighten_up,lighten_up.03,lighten up on: begin to handle/approach in a less intense way than the previous handling,1,PPT,taking it easier on what
lighten.xml,lighten_up,lighten_up.09,stop being so serious,0,PAG,causer of increased mirth
lighten.xml,lighten_up,lighten_up.09,stop being so serious,1,PPT,entity becoming less serious
lighten.xml,lighten_up,lighten_up.09,stop being so serious,2,MNR,instrument
lighten.xml,light,light.04,to set on fire,0,PAG,"setter of fire, increaser of illumination, agent"
lighten.xml,light,light.04,to set on fire,1,PPT,entity lit
lighten.xml,light,light.05,light-hearted,1,PAG,light-hearted entity
lighten.xml,light,light.05,light-hearted,2,VSP,aspect of arg1 that is particularly light-hearted (if in addition)
